ID;lang;name;shortDesc;subject;longHTMLText
1;en;Item1;item submitted;Onboarding app item submitted;<div>Hello [FirstName] [LastName],</div>\n<div>There is a new item assigned to you and waiting for your action.</div>\n<div>&nbsp;</div>\n<div>\n<div>Please click on the link below.</div>\n<div>User: [FirstNameUser] [LastNameUser]</div>\n<div><a href=\"www.google.com\" target=\"true\">LINK TO APP</a></div>\n<div>&nbsp;</div>\n<div><strong>Best regards</strong></div>\n<div><strong>Onboarding Application Admin Team</strong></div>\n</div>
1;sk;Item1;item submitted;Onboarding app item submitted;<div>Hello David Urbanek,</div><div>There is a new item assigned to you and waiting for your action.</div><div>&nbsp;</div><div><div>Please click on the link below.</div><div><a href="https://dev-pwc-btp.launchpad.cfapps.eu10.hana.ondemand.com/8519df43-e8ae-470c-8d87-a9baf5b924f7.ecs-workflow-be.compwcpscui5onboarding-1.0.0/index.html#/HRmaster" target="true">LINK TO APP</a></div><div>&nbsp;</div><div><strong>Best regards</strong></div><div><strong>Onboarding Application Admin Team</strong></div></div>

